x,scheme,numerical,exact
0.3175,mc,0.9999997446092896,1.0000000000000009
0.3225,mc,0.9999990865071917,1.0000000000000009
0.3275,mc,0.9999967342900833,1.0000000000000009
0.3325,mc,0.9999883308063584,1.0000000000000009
0.3375,mc,0.9999583197387034,1.0000000000000009
0.3425,mc,0.9998512299630486,1.0000000000000009
0.34750000000000003,mc,0.9994687599785239,1.0000000000000009
0.3525,mc,0.9981640194754284,0.9999999999999898
0.3575,mc,0.9947984646777058,1.0000000000000009
0.3625,mc,0.9877779501941366,1.0000000000000009
0.3675,mc,0.9749059512600539,1.0000000000000009
0.3725,mc,0.9533884147712011,1.0000000000000009
0.3775,mc,0.9200206206127381,1.0000000000000009
0.3825,mc,0.8715286424170079,1.0000000000000009
0.3875,mc,0.8050877807112802,1.0000000000000009
0.3925,mc,0.7189269720679713,1.0000000000000009
0.3975,mc,0.613053441144998,1.0000000000000009
0.4025,mc,0.48977970084888656,0.0
0.40750000000000003,mc,0.35461884814682704,0.0
0.41250000000000003,mc,0.2166058061637149,0.0
0.4175,mc,0.0919043557597794,0.0
0.4225,mc,0.010176924860828284,0.0
0.4275,mc,1.5218758257669423e-109,0.0
0.4325,mc,1.1296132141489399e-108,0.0
0.4375,mc,1.6016474561793923e-107,0.0
0.4425,mc,2.1691546828727984e-106,0.0
0.4475,mc,2.8599480161265423e-105,0.0
0.4525,mc,3.6863914991984565e-104,0.0
0.4575,mc,4.647810270808766e-103,0.0
0.4625,mc,5.734176900675632e-102,0.0
0.4675,mc,6.925165198379653e-101,0.0
0.47250000000000003,mc,8.189934295670105e-100,0.0
0.47750000000000004,mc,9.487923190059406e-99,0.0
0.4825,mc,1.0770758088174045e-97,0.0
0.4875,mc,1.1985181550423502e-96,0.0
0.4925,mc,1.3076764026415493e-95,0.0
0.4975,mc,1.399403148108217e-94,0.0
0.5025000000000001,mc,1.4692563258456542e-93,0.0
0.5075000000000001,mc,1.5138597869300062e-92,0.0
0.5125,mc,1.5311735700644444e-91,0.0
0.5175,mc,1.5206439168102082e-90,0.0
0.5225,mc,1.4832184268431796e-89,0.0
0.5275,mc,1.4212287558664027e-88,0.0
0.5325,mc,1.3381592096997871e-87,0.0
0.5375,mc,1.2383320934365744e-86,0.0
0.5425,mc,1.1265480938252468e-85,0.0
0.5475,mc,1.0077216502488644e-84,0.0
0.5525,mc,8.86547553108903e-84,0.0
0.5575,mc,7.672270739599145e-83,0.0
0.5625,mc,6.532714710015655e-82,0.0
0.5675,mc,5.473895690394766e-81,0.0
0.5725,mc,4.514559417497925e-80,0.0
0.5775,mc,3.6654825129738806e-79,0.0
0.5825,mc,2.9303719575444375e-78,0.0
0.5875,mc,2.3071039135235033e-77,0.0
0.5925,mc,1.7891202761410363e-76,0.0
0.5975,mc,1.3668262794158284e-75,0.0
0.6025,mc,1.0288694333308677e-74,0.0
0.6075,mc,7.632214079417219e-74,0.0
0.6125,mc,5.580239127756386e-73,0.0
0.6175,mc,4.0219277942754624e-72,0.0
0.6225,mc,2.857990267312194e-71,0.0
0.6275000000000001,mc,2.0026116798271608e-70,0.0
0.6325000000000001,mc,1.3839025825737371e-69,0.0
0.6375000000000001,mc,9.432984703526306e-69,0.0
0.6425,mc,6.342909316293428e-68,0.0
0.6475,mc,4.208075158362818e-67,0.0
0.6525,mc,2.754818054956012e-66,0.0
0.6575,mc,1.779814222890199e-65,0.0
0.6625,mc,1.1349734732896569e-64,0.0
0.6675,mc,7.144669611769838e-64,0.0
0.6725,mc,4.4403715304701703e-63,0.0
0.6775,mc,2.7249074938506e-62,0.0
0.6825,mc,1.651328204683634e-61,0.0
0.6875,mc,9.883652503053437e-61,0.0
0.6925,mc,5.843279250919617e-60,0.0
0.6975,mc,3.412738928475894e-59,0.0
0.7025,mc,1.96928429120567e-58,0.0
0.7075,mc,1.1228557124592712e-57,0.0
0.7125,mc,6.327039967088864e-57,0.0
0.7175,mc,3.5236186114668823e-56,0.0
0.7225,mc,1.939721003304018e-55,0.0
0.7275,mc,1.0556060768947268e-54,0.0
0.7325,mc,5.67971839199708e-54,0.0
0.7375,mc,3.0217884002929465e-53,0.0
0.7425,mc,1.5898774600897283e-52,0.0
0.7475,mc,8.273241973048102e-52,0.0
0.7525000000000001,mc,4.2584401088740364e-51,0.0
0.7575000000000001,mc,2.1683960343733406e-50,0.0
0.7625000000000001,mc,1.0924227011856112e-49,0.0
0.7675000000000001,mc,5.445754696583437e-49,0.0
0.7725,mc,2.6865340176129e-48,0.0
0.7775,mc,1.311733912206953e-47,0.0
0.7825,mc,6.339735667231019e-47,0.0
0.7875,mc,3.0333474938314392e-46,0.0
0.7925,mc,1.4369883120444036e-45,0.0
0.7975,mc,6.7409288882339e-45,0.0
0.8025,mc,3.1316853325912923e-44,0.0
0.8075,mc,1.4410728094526056e-43,0.0
0.8125,mc,6.569041245538412e-43,0.0
